Company,Inches,Cpu,Ram,Gpu,OpSys,SSD,Price
Lenovo,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,864.32

Lenovo,13.3,intel core i5-8265u,8gb,integrated graphics,No Os/ Linux,256gb ssd,3122.18

Lenovo,14,intel core i7-10510u,8gb,integrated graphics,No Os/ Linux,512gb ssd,899

Lenovo,15.6,intel core i5-8250u,8gb,integrated graphics,No Os/ Linux,128gb,1033.86

Lenovo,16,intel core i9-13905h,32gb,rtx 4060,No Os/ Linux,1tb ssd,3508.24

Lenovo,14.5,intel core i5-12500h,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2145.28

Medion,15.6,amd ryzen 5 4500u,16gb,integrated graphics,No Os/ Linux,512gb ssd,538.05

MSI,15.6,amd ryzen 7 5800h,16gb,integrated graphics,No Os/ Linux,512gb ssd,791.05

MSI,15.6,amd ryzen 5 5600h,8gb,integrated graphics,No Os/ Linux,512gb ssd,953.95

MSI,15.6,amd ryzen 7 7735hs,16gb,rtx 4060,No Os/ Linux,512gb ssd,1290.28

MSI,15.6,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,2792.29

MSI,16,intel core i7-11800h,32gb,rtx 3050 ti,No Os/ Linux,1tb ssd,1511.25

MSI,16,intel core i7-12700h,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,1459.19

MSI,15.6,intel core i7-11800h,16gb,rtx a1000,No Os/ Linux,512gb ssd,826.8

MSI,17.3,intel core i7-12700h,32gb,rtx a1000,No Os/ Linux,1tb ssd,1433.94

MSI,16,intel core i9-12900h,32gb,rtx a3000,No Os/ Linux,2tb ssd,2847.45

MSI,16,intel core i7-12700h,32gb,rtx a5500,No Os/ Linux,1tb ssd,2499

MSI,17,intel core i9-12900h,64gb,rtx a5500,No Os/ Linux,2tb ssd,6373.27

MSI,17,intel core i7-12700h,32gb,rtx a5500,No Os/ Linux,1tb ssd,2777.15

MSI,16,intel core i7-11800h,32 gb,rtx 3060,No Os/ Linux,1tb ssd,1546.5

MSI,16,intel core i7-11800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1299.95

MSI,16,intel core i7-13700hx,32gb,rtx 4050,No Os/ Linux,1tb ssd,2080.11

MSI,16,intel core i9-13950hx,64gb,rtx 4060,No Os/ Linux,2tb ssd,3304.84

MSI,16,intel core i9-13980hx,32 gb,rtx 4060,No Os/ Linux,2tb ssd,2797.32

MSI,16,intel core i9-13950hx,64gb,rtx 4070,No Os/ Linux,1tb ssd,5119.34

MSI,16,intel core i9-13980hx,64gb,rtx 4070,No Os/ Linux,1tb ssd,4078.6

MSI,16,intel core i9-13980hx,32gb,rtx 2000,No Os/ Linux,2tb ssd,2599

MSI,17,intel core i9-13950hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2666.74

MSI,15.6,intel core i5-12450h,16gb,rtx 4050,No Os/ Linux,512gb ssd,999

MSI,15.6,intel core i7-13620h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1399

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,15.6,intel core i5-12450h,16gb,rtx 4060,No Os/ Linux,512gb ssd,1536.91

MSI,15.6,intel core i7-10870h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1178.8

MSI,15.6,intel core i7-10870h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1286.9

MSI,15.6,intel core i7-10870h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1364.5

MSI,17.3,intel core i7-10870h,32gb,rtx 3080,No Os/ Linux,1tb ssd,2478.95

MSI,17.3,intel core i7-11800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1561.15

MSI,17.3,intel core i7-10750h,16gb,rtx 3060,No Os/ Linux,512gb ssd,945.6

MSI,15.6,intel core i7-10750h,16gb,rtx 2070 super,No Os/ Linux,1tb ssd,1133.45

MSI,17.3,intel core i7-10750h,16gb,rtx 2060,No Os/ Linux,1tb ssd,1256.55

MSI,15.6,intel core i7-10750h,16gb,rtx 3060,No Os/ Linux,1tb ssd,968.7

MSI,15.6,intel core i7-10870h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1078.95

MSI,15.6,intel core i7-11800h,32 gb,rtx 3070,No Os/ Linux,1tb ssd,1151.85

MSI,15.6,intel core i7-11800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1252.75

MSI,17.3,intel core i7-10870h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1039.55

MSI,17.3,intel core i7-11800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1795.65

MSI,17.3,intel core i7-11800h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1878.99

MSI,17.3,intel core i7-11800h,16 gb,rtx 3070,No Os/ Linux,1tb ssd,1150.3

MSI,17.3,intel core i7-11800h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1323.85

MSI,17.3,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,1745.3

MSI,17.3,intel core i7-11800h,16gb,rtx 3080,No Os/ Linux,1tb ssd,2179

MSI,15.6,intel core i7-8750h,16gb,rtx 2070,No Os/ Linux,512gb ssd,1016.3

MSI,15.6,intel core i7-8750h,32gb,rtx 2080,No Os/ Linux,1tb ssd,1533.45

MSI,15.6,intel core i7-9750h,32gb,rtx 2060,No Os/ Linux,1tb ssd,1231.85

MSI,15.6,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,1570.2

MSI,17.3,intel core i7-10875h,32gb,rtx 2060,No Os/ Linux,1tb ssd,1132.2

MSI,17.3,intel core i7-9750h,32gb,rtx 2080,No Os/ Linux,2tb ssd,1869.7

MSI,17.3,intel core i7-11800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1399.05

MSI,17.3,intel core i7-11800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1367.4

MSI,17.3,intel core i7-10700k,32gb,rtx 2070 super,No Os/ Linux,1tb+1tb ssd,1522.6

MSI,15.6,intel core i7-13620h,16gb,rtx 4070,No Os/ Linux,512gb ssd,1399

MSI,17.3,intel core i9-13900h,32gb,rtx 4070,No Os/ Linux,1tb ssd,1949

MSI,15.6,intel core i7-11800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,945.75

MSI,15.6,intel core i7-11800h,8gb,rtx 3060,No Os/ Linux,512gb ssd,903.75

MSI,15.6,intel core i5-12450h,16gb,rtx 3050,No Os/ Linux,512gb ssd,1030.54

MSI,15.6,intel core i7-12700h,16gb,rtx3060,No Os/ Linux,512gb ssd,863.75

MSI,15.6,intel core i7-11800h,16gb,rtx3050,No Os/ Linux,512gb ssd,2651.93

MSI,17.3,intel core i7-11800h,16 gb,rtx 3050ti,No Os/ Linux,1tb ssd,970.8

MSI,17.3,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,512gb ssd,1958.69

MSI,14,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,512gb ssd,518.6

MSI,14,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,630.55

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,14,amd ryzen 5 7530u,8gb,integrated graphics,No Os/ Linux,512gb ssd,659.32

MSI,15.6,intel core i7-1195g7,32gb,integrated graphics,No Os/ Linux,1tb ssd,1123.15

MSI,15.6,amd ryzen 7 5700u,8gb,integrated graphics,No Os/ Linux,512gb ssd,808.25

MSI,15.6,amd ryzen 5 5500u,8 gb,integrated graphics,No Os/ Linux,512 gb ssd,444.85

MSI,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,689

MSI,15.6,amd ryzen 5 7530u,8gb,integrated graphics,No Os/ Linux,512gb ssd,651.22

MSI,15.6,intel core i7-8750h,32gb,rtx 2070,No Os/ Linux,1tb ssd,1358.15

MSI,14,intel core i7-1185g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,1058.9

MSI,14,intel core i7-1185g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,903.05

MSI,14,intel core i5-13500h,8gb,integrated graphics,No Os/ Linux,512gb ssd,996.59

MSI,15.6,intel core i7-1185g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,998.7

MSI,15.6,intel core i7-1195g7,32gb,rtx 3050,No Os/ Linux,1tb ssd,1120

MSI,15.6,intel core i7-1280p,16gb,rtx 3050,No Os/ Linux,512gb ssd,902.5

MSI,15.6,intel core i7-1280p,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,1221.8

MSI,16,intel core i7-1280p,32gb,rtx 3050ti,No Os/ Linux,1tb ssd,1337.45

MSI,16,intel core i7-1280p,32gb,rtx 3050ti,No Os/ Linux,1tb ssd,1327.95

MSI,16,intel core ultra 9 185h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2099

MSI,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1721.01

MSI,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1723.8

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1395.65

MSI,17.3,intel core i7-13700h,32gb,rtx 4070,No Os/ Linux,1tb ssd,1971.33

MSI,15.6,intel core i7-11800h,16 gb,rtx 3060,No Os/ Linux,1tb ssd,963.65

MSI,15.6,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1153.65

MSI,15.6,intel core i7-12700h,16gb,rtx 3070,No Os/ Linux,1tb ssd,2099

MSI,15.6,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,1256.45

MSI,17.3,intel core i7-11800h,32 gb,rtx 3060,No Os/ Linux,1tb ssd,1115.6

MSI,17.3,intel core i7-11800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1236.05

MSI,17.3,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1137.65

MSI,17.3,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1258.45

MSI,17.3,intel core i9-12900h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1898.99

MSI,17.3,intel core i7-12700h,16gb,rtx 3070,No Os/ Linux,1tb ssd,1159.2

MSI,15.6,intel core i7-12700h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1375.25

MSI,15.6,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1639.1

MSI,15.6,intel core i7-12700h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1898.99

MSI,15.6,intel core i9-12900hk,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1995.9

MSI,15.6,intel core i7-12700h,32gb,rtx 3080,No Os/ Linux,1tb ssd,1541.85

MSI,15.6,intel core i7-12700h,32gb,rtx 3080ti,No Os/ Linux,1tb ssd,1901

MSI,15.6,intel core i9-12900hx,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,2026.7

MSI,15.6,intel core i7-12800hx,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1977.6

MSI,15.6,intel core i7-12800hx,32gb,rtx 3080ti,No Os/ Linux,1tb ssd,1952.4

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,16,intel core i9-14900hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,2218.99

MSI,16,intel core i9-14900hx,32gb,rtx 4080,No Os/ Linux,2tb ssd,3399

MSI,16,intel core i9-13950hx,32gb,rtx 4070,No Os/ Linux,2tb ssd,3058.23

MSI,17.3,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1999

MSI,17.3,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1873.55

MSI,17.3,intel core i9-12900hk,64gb,rtx 3070ti,No Os/ Linux,2tb ssd,2992.85

MSI,17.3,intel core i9-12900hk,64gb,rtx 3080ti,No Os/ Linux,2tb ssd,2956.55

MSI,17.3,intel core i7-12800hx,32 gb,rtx 3070ti,No Os/ Linux,1tb ssd,1851.4

MSI,17,intel core i9-14900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2599

MSI,17,intel core i9-14900hx,64gb,rtx 4080,No Os/ Linux,2tb ssd,3599

MSI,17,intel core i9-13950hx,64gb,rtx 4080,No Os/ Linux,2tb ssd,3048.55

MSI,17,intel core i7-13700h,32gb,rtx 4090,No Os/ Linux,1tb ssd,3533.16

MSI,14,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1748.99

MSI,15.6,intel core i7-13620h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1979

MSI,15.6,intel core i7-1280p,32gb,rtx 3060,No Os/ Linux,1tb ssd,1181.15

MSI,16,intel core ultra 9 185h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2269

MSI,16,intel core ultra 7 155h,32gb,rtx 4060,No Os/ Linux,1tb ssd,2119

MSI,16,intel core ultra 9 185h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2499

MSI,16,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1899

MSI,17.3,intel core i7-13700h,32gb,rtx 4080,No Os/ Linux,1tb ssd,2751.46

MSI,17.3,intel core i7-1280p,16gb,rtx 3060,No Os/ Linux,1tb ssd,1478.99

MSI,15.6,intel core i7-12700h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1440.4

MSI,15.6,intel core i7-12700h,32gb,rtx 3080,No Os/ Linux,1tb ssd,4380.98

MSI,17.3,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1506

MSI,17.3,intel core i7-12700h,32gb,rtx 3080,No Os/ Linux,1tb ssd,1539.55

MSI,17.3,intel core i7-12700h,32gb,rtx 3080ti,No Os/ Linux,1tb ssd,2202.95

MSI,13.4,intel core i7-1185g7,32gb,integrated graphics,No Os/ Linux,1tb ssd,1434.76

MSI,16,intel core i7-1360p,32gb,rtx 4050,No Os/ Linux,1tb ssd,2050.4

MSI,15.6,intel core i7-12650h,16gb,rtx 4050,No Os/ Linux,512gb ssd,1657.15

MSI,16,intel core i9-13980hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,2429

MSI,16,intel core i7-14700hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1899

MSI,17,intel core i9-14900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2719.7

MSI,17,intel core i9-14900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3099

MSI,15.6,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1881.95

MSI,15.6,intel core i7-12800hx,32gb,rtx 3080ti,No Os/ Linux,1tb ssd,3498.99

MSI,16,intel core i9-13950hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1942.38

MSI,16,intel core i9-13950hx,16gb,rtx 4080,No Os/ Linux,1tb ssd,2426.96

MSI,17.3,intel core i7-12700h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,1353.35

MSI,17.3,intel core i9-12900h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1945.9

MSI,17.3,intel core i7-12700h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1285.9

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

MSI,17.3,intel core i7-11800h,32gb,integrated graphics,No Os/ Linux,1tb ssd,2656.2

MSI,15.6,intel core i7-11800h,32gb,integrated graphics,No Os/ Linux,512gb ssd,1296.25

Medion,15.6,amd ryzen 3 3200u,8gb,integrated graphics,No Os/ Linux,256gb ssd,371.25

Medion,15.6,amd ryzen 5 3500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,537.65

Medion,15.6,amd ryzen 5 4500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,512.47

Medion,15.6,amd ryzen 5 4500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,404.55

Medion,15.6,amd ryzen 5 3500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,358.99

Medion,16.1,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,426.95

Medion,13.3,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,341.35

Medion,15.6,intel core i5-1135g7,8 gb,integrated graphics,No Os/ Linux,512gb ssd,510.94

Medion,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,573.54

Medion,17,intel core i9-13900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3199

Medion,17,intel core i9-13900hx,32gb,rtx 4090,No Os/ Linux,2tb ssd,3799

Medion,15.6,intel core i5-13420h,16gb,rtx 4050,No Os/ Linux,1tb ssd,1098.99

Medion,15.6,intel core i5-10300h,8gb,integrated graphics,No Os/ Linux,512gb ssd,699

Microsoft,10.5,intel core i3-10100y,8gb,integrated graphics,No Os/ Linux,128gb ssd,1043.09

Microsoft,13.5,intel core i5-8250u,8gb,integrated graphics,No Os/ Linux,256gb ssd,549

Microsoft,13.5,intel core i5-1035g7,8gb,integrated graphics,No Os/ Linux,128gb ssd,731.2

Microsoft,13.5,intel core i7-1065g7,16gb,integrated graphics,No Os/ Linux,256gb ssd,690.05

Microsoft,15,amd ryzen 7 4980u,8gb,integrated graphics,No Os/ Linux,512 gb ssd,1589

Microsoft,13.5,intel core i5-1145g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,983.51

Microsoft,15,amd ryzen 7 4980u,8gb,integrated graphics,No Os/ Linux,256 gb ssd,1449

Microsoft,13.5,intel core i5-1145g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,3380.4

Microsoft,13.5,intel core i5-1245u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1141.32

Microsoft,13.5,intel core i5-1245u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1323.09

Microsoft,13.5,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1692.22

Microsoft,13.5,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1963.78

Microsoft,15,intel core i7-1255u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1469

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,256gb ssd,1749.96

Microsoft,15,intel core i7-1265u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1798.61

Microsoft,15,intel core i7-1265u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1416.18

Microsoft,15,intel core i7-1265u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1531.12

Microsoft,12.4,intel core i5-1035g1,8gb,integrated graphics,No Os/ Linux,128gb ssd,425.55

Microsoft,14.4,intel core i5-11300h,16gb,integrated graphics,No Os/ Linux,256gb ssd,1638.99

Microsoft,14.4,intel core i5-11300h,16gb,integrated graphics,No Os/ Linux,512gb ssd,1899

Microsoft,14.4,intel core i7-11370h,32gb,rtx 3050ti,No Os/ Linux,1tb ssd,3027.61

Microsoft,14.4,intel core i7-11370h,32gb,rtx a2000,No Os/ Linux,2tb ssd,5143.21

Microsoft,12.3,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,256gb ssd,1822.5

Microsoft,12.3,intel core i5-1135g7,8 gb,integrated graphics,No Os/ Linux,256gb ssd,1359.56

Microsoft,12.3,intel core i7-1165g7,16 gb,integrated graphics,No Os/ Linux,512gb ssd,2579.7

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Microsoft,12.3,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,256gb ssd,2006.59

Microsoft,12.3,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,1tb ssd,4447.08

Microsoft,13,intel core i5-1145g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,1562.82

Microsoft,13,intel core i5-1145g7,8gb,integrated graphics,No Os/ Linux,128gb ssd,1473.59

Microsoft,13,microsoft sq3,8gb,integrated graphics,No Os/ Linux,256gb ssd,1774.73

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,256gb ssd,1896.14

Microsoft,13,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,2232.75

Microsoft,13,microsoft sq1,8 gb,integrated graphics,No Os/ Linux,256gb ssd,724.99

MSI,14,intel core i5-1240p,16gb,integrated graphics,No Os/ Linux,512 gb ssd,1182.1

PcCom,15.6,intel core i5-13500h,16gb,rtx 3050,No Os/ Linux,500gb ssd,899.9

PcCom,15.6.11,intel core i5-13500h,16gb,rtx 3050,Windows,500gb ssd,1019.9

PcCom,15.6,intel core i7-13700h,16gb,rtx 3050,No Os/ Linux,500gb,1079.9

PcCom,15.6,intel core i5-13500h,16gb,rtx 4050,No Os/ Linux,500gb ssd,1019.9

PcCom,15.6,intel core i5-13500h,rtx 4050,rtx 4050,No Os/ Linux,"15.6""",1221.56

PcCom,15.6.11,intel core i5-13500h,16gb,rtx 4060,Windows,500gb ssd,1289.9

PcCom,15.6,intel core i5-13500h,16gb,rtx 4060,No Os/ Linux,500gb ssd,1169.9

PcCom,15.6.11,intel core i7-13700h,16gb,rtx 4060,Windows,1tb ssd,1469.9

PcCom,17.3,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1419.9

PcCom,17.3.11,intel core i7-13700h,16gb,rtx 4060,Windows,1tb ssd,1549.9

PcCom,15.6.11,intel core i7-13700h,16gb,rtx 4060,Windows,500gb ssd,1449.89

PcCom,15.6,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,500gb ssd,1319.9

PcCom,17.3,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,500gb ssd,1399.9

PcCom,17.3.11,intel core i7-13700h,16gb,rtx 4060,Windows,500gb ssd,1529.9

PcCom,15.6,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1449.89

PcCom,15.6,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1499.9

PcCom,15.6,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1499.9

PcCom,17.3,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1489.9

PcCom,15.6,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,500gb ssd,1389.9

PcCom,15.6.11,intel core i7-13700h,32gb,rtx 4060,Windows,500gb ssd,1949.76

PcCom,17.3,intel core i7-13700h,32gb,rtx 4060,No Os/ Linux,500gb ssd,1459.9

PcCom,17.3.11,intel core i7-13700h,32gb,rtx 4060,Windows,500gb ssd,1589.9

PcCom,17.3,intel core i7-13700hx,16gb,rtx 4070,No Os/ Linux,1tb ssd,1709.9

PcCom,17.3.11,intel core i7-13700hx,16gb,rtx 4070,Windows,1tb ssd,1839.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1749.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1829.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1839.99

PcCom,15.6,intel core i7-13700hx,16gb,rtx 4070,No Os/ Linux,1tb ssd,1669.9

PcCom,15.6.11,intel core i7-13700hx,16gb,rtx 4070,Windows,1tb ssd,1799.9

PcCom,15.6,intel core i7-13700hx,16gb,rtx 4070,No Os/ Linux,500gb ssd,1649.9

PcCom,15.6.11,intel core i7-13700hx,16gb,rtx 4070,Windows,500gb ssd,1779.9

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

PcCom,15.6,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1759.99

PcCom,15.6.11,intel core i7-13700hx,32gb,rtx 4070,Windows,1tb ssd,1879.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1829.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1829.9

PcCom,15.6,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,500gb ssd,1719.89

PcCom,15.6.11,intel core i7-13700hx,32gb,rtx 4070,Windows,500gb ssd,1849.9

PcCom,17.3,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,500gb ssd,1729.9

PcCom,,intel core i7-13700hx,rtx 4070,rtx 4070,Windows,"17.3""",1859.9

